# STATION 
# START_TIME 2023-04-18T15:21:14.000000Z
# SAMPING_FREQ 10.0
# NDAT 26070
# time [s],f004,f005,f006,f007
1.850000000000000000e+01,-1.820520989456427742e+03,-1.852051415515425674e+02,-1.105156128864013453e+03,-3.573263631946296641e+02
1.860000000000000142e+01,-1.814009836631486451e+03,-1.874123737310453635e+02,-1.109019664405064304e+03,-3.585689513726092059e+02
1.869999999999999929e+01,-1.813753015609021759e+03,-1.859933717030589548e+02,-1.106082556413164639e+03,-3.635565707500433064e+02
1.880000000000000071e+01,-1.811178311176152420e+03,-1.876722940178607928e+02,-1.103436939090906662e+03,-3.649549612913225474e+02
1.889999999999999858e+01,-1.806823490389051130e+03,-1.861389413909987525e+02,-1.106232271108259056e+03,-3.634496514938610972e+02
1.900000000000000000e+01,-1.813666473319406350e+03,-1.850707557620093553e+02,-1.106608420405553261e+03,-3.603025160327731555e+02
1.910000000000000142e+01,-1.820525603594234781e+03,-1.856201926437530574e+02,-1.105588674391479572e+03,-3.574274354118676911e+02
1.919999999999999929e+01,-1.815152820422797959e+03,-1.808620803560265813e+02,-1.108422031633079996e+03,-3.596083564083921829e+02
1.930000000000000071e+01,-1.811675054296983490e+03,-1.786121374742478451e+02,-1.109926407668450565e+03,-3.623422364039157628e+02
1.939999999999999858e+01,-1.814952503169705778e+03,-1.806280559048088890e+02,-1.107629147978360379e+03,-3.574843065356030820e+02
1.950000000000000000e+01,-1.815200661458193053e+03,-1.786486973428122838e+02,-1.106943252194641445e+03,-3.546614187170075070e+02
1.960000000000000142e+01,-1.814008806161094299e+03,-1.783668405687708685e+02,-1.109302958068215730e+03,-3.623150356544443866e+02
1.969999999999999929e+01,-1.817470403121932122e+03,-1.823144212608467001e+02,-1.110210809397538242e+03,-3.641266953903859758e+02
1.980000000000000071e+01,-1.821679598298184828e+03,-1.815882919978915595e+02,-1.106963319725677138e+03,-3.558327567923988113e+02
1.989999999999999858e+01,-1.820029708679730447e+03,-1.781555826027145599e+02,-1.105923231942715347e+03,-3.569413191613655840e+02
2.000000000000000000e+01,-1.815904194359648955e+03,-1.801578741514158537e+02,-1.108338042169836854e+03,-3.633994015456880788e+02
